NAME,URL,EMAIL,WEBSITE
馥漫麵包花園,https://www.iyp.com.tw/0424710575,fm1@fm-station.com.tw,
蒸道地有限公司,https://www.iyp.com.tw/0426570919,wuchicake@gmail.com,http://www.wuchicake.com.tw
鎮發餅店,https://www.iyp.com.tw/033861689-2,service@chyp.com.tw,
利隆食品行,https://www.iyp.com.tw/039251101,lilon@kimo.com,
一品香食品,https://www.iyp.com.tw/055867652,sunnydolphin113@yahoo.com.tw,
禪屋米胖工坊,https://www.iyp.com.tw/056330452,ttangel7281@gmail.com,https://www.facebook.com/zenbakery/
維也納蛋糕公司,https://www.iyp.com.tw/035327738,service@viennacake.com.tw,http://www.iyp.com.tw/035428490
李傳仁食品行,https://www.iyp.com.tw/039284909,down@ms1.e-land.gov.tw,http://lee100.myweb.hinet.net
吉美西點麵包店,https://www.iyp.com.tw/076615206-1,chimeibread@hotmail.com.tw,http://www.chimeibread.com.tw
桔子麵包坊,https://www.iyp.com.tw/055376560,zz0620zz@yahoo.com.tw,
永光餅行,https://www.iyp.com.tw/055895297,nick91tw@yahoo.com.tw,http://myyp090183.myyp.com.tw
富升製餅舖,https://www.iyp.com.tw/076902796,gk27sas1@yahoo.com.tw,
馥香烘焙坊,https://www.iyp.com.tw/039327529,yadu.food@msa.hinet.net,http://www.yadufood.com.tw
麥之鄉烘培坊,https://www.iyp.com.tw/039560487,maizhi.xiang@msa.hinet.net,http://www.mzx.com.tw
福榮食品行,https://www.iyp.com.tw/056322041,fwurongkimo@yahoo.com.tw,http://www.fwurong.com.tw
美日珍號,https://www.iyp.com.tw/057825526,a0963.a156156@msa.hinet.net,http://hipage.hinet.net/pkmrz
義華食品行,https://www.iyp.com.tw/055863485,service@ie-hwa.com.tw,
味味新食品行,https://www.iyp.com.tw/038883771,u3771@yahoo.com.tw,
永吉西點麵包廠,https://www.iyp.com.tw/076112626-1,yungjimail@gmail.com,http://www.yung-ji.com.tw/index.html
燦和食品工業股份有限公司,https://www.iyp.com.tw/076962555,tsanho@tsan-ho.com,http://www.tsan-ho.com
蒨魔法蛋糕,https://www.iyp.com.tw/038332555,chian517@gmail.com,https://www.facebook.com/chiencake/
美琳西點麵包店,https://www.iyp.com.tw/038762267,mamaya520@yahoo.com.tw,
芽米食品有限公司,https://www.iyp.com.tw/076268412-1,yummy.w@gmail.com,http://myyp090042.myyp.com.tw
天美珍食品店,https://www.iyp.com.tw/052561008,garyliu0927@yahoo.com.tw,http://www.trainpei.com.tw
頂發蛋糕麵包烘焙坊,https://www.iyp.com.tw/077333425,kjg0805@yahoo.com.tw,http://www.dingfa.com.tw
麥坊食品行,https://www.iyp.com.tw/035903847,myths.family@msa.hinet.net,http://www.mf-bakery.com.tw
麥斯西點麵包 ,https://www.iyp.com.tw/082336139, ,http://www.mysweetbakery.com.tw
一成餅店,https://www.iyp.com.tw/087520697,bhchang@tclo.com.tw,
玉美珍食品行,https://www.iyp.com.tw/052621079,ymcplum@gmail.com,http://www.ymcplum.com.tw
連珍食品有限公司,https://www.iyp.com.tw/0224223676,yida.cheng@msa.hinet.net,http://www.i-food.com.tw
來溢園烘焙屋（來來西點麵包店）,https://www.iyp.com.tw/088756155,zz175834@cht.com.tw,
大新包子店,https://www.iyp.com.tw/037685300,tf4499@cht.com.tw,
一頂好之家麵包店,https://www.iyp.com.tw/0286480617,service@sixp.net,
親親囍餅蛋糕,https://www.iyp.com.tw/053717333,abc.a17333@msa.hinet.net,
幸福城烘焙屋,https://www.iyp.com.tw/037332118,raymomd@livemail.tw,
喜美烘焙食品行,https://www.iyp.com.tw/087223708,syrup_66@hotmail.com,http://shimei.elink.tw
美而香食品行,https://www.iyp.com.tw/037663809,tf4499@cht.com.tw,
保興味食品有限公司,https://www.iyp.com.tw/065955520,phw5520@gmail.com,http://www.phws.com.tw
香帥蛋糕,https://www.iyp.com.tw/0226486558,scake@scake.com.tw,https://www.scake.com.tw/
永馨餅店（永新）,https://www.iyp.com.tw/088892866,crv.chung@msa.hinet.net,http://www.yongshin.com.tw
金栗城卡通蛋糕專門店,https://www.iyp.com.tw/037353088,jinlincherng@gmail.com,http://www.金栗成.tw
三廣食品行,https://www.iyp.com.tw/0422222909,water0318@yahoo.com.tw,
元祖食品,https://www.iyp.com.tw/0229679047-3,yuanchu@ms13.hinet.net,http://www.ganso.com.tw/
奇士派食品行,https://www.iyp.com.tw/062085623,cheespie@mail.ctk.com.tw,http://www.ctk.com.tw/cheesepie
元明商店,https://www.iyp.com.tw/0422598000,v3596612@msn.com,http://www.top-suncake.com.tw
泰祥西點麵包食品行,https://www.iyp.com.tw/089811709,ling513168580@gmail.com,https://www.facebook.com/關山鎮上泰祥封仔餅-847845698596674
福芳西點麵包店,https://www.iyp.com.tw/089335755,lky642@yahoo.com.tw,http://www.love-taitung.com/fufang/
陳記蘹郊餌E,https://www.iyp.com.tw/089353286-1,anne.353286@yahoo.com.tw,http://www.machi.net.tw
舊振南食品股份有限公司,https://www.iyp.com.tw/062387666-2,service@jzn.com.tw,http://www.jzn.com.tw
吉美商行,https://www.iyp.com.tw/0423125657,juimei@mail2000.com.tw,http://www.food168.com.tw
嘉味軒食品行,https://www.iyp.com.tw/0423012180,chiawisn@ms76.hinet.net,http://hipage.hinet.net/chiawisn
奇華股份有限公司,https://www.iyp.com.tw/0289769387,st@keewah.com.tw,http://keewah.com.hk
洽發企業股份有限公司,https://www.iyp.com.tw/0426625050,service@chiafha.com.tw,https://www.iyp.com.tw/0426224161
恩沛行食品有限公司,https://www.iyp.com.tw/0423296067,enpeco.faith@msa.hinet.net,
森永西點麵包店,https://www.iyp.com.tw/067941490,wwh197282382@yahoo.com.tw,
葥O餅店,https://www.iyp.com.tw/0422950079,service@li-ji.com.tw,
米蘭諾果子工房,https://www.iyp.com.tw/0422256846,neter@ms13.url.com.tw,http://jm57.adsldns.org/milano/
甜蜜點 - 日式貝果專家Sweet Spot,https://www.iyp.com.tw/062003558,sweetspot920@gmail.com,https://sweetspot.qdm.tw/q胖貝果
一德巧克力廠,https://www.iyp.com.tw/073122888,moral.candy@msa.hinet.net,http://www.yi-der.com.tw
淘喜地食品行,https://www.iyp.com.tw/0222427383,tasty99746488@gmail.com,https://www.iyp.com.tw/0222623448/
全喜西餅蛋糕麵包店,https://www.iyp.com.tw/072820883,chuansi2820883@yahoo.com.tw,http://www.chuansi.com.tw
淘喜地食品行,https://www.iyp.com.tw/0222476740,tasty99746488@gmail.com,https://www.iyp.com.tw/0222623448/
拓林美企業有限公司 | 可口可樂經銷商 | 杜老爺,https://www.iyp.com.tw/0422659250,apple19630303@yahoo.com.tw,https://www.0422600780.com.tw/index
先麥食品股份有限公司,https://www.iyp.com.tw/0426822188,smai@url.com.tw,http://www.smai.com.tw
多力倫果子工坊,https://www.iyp.com.tw/078010066,duolilun@hotmail.com,http://www.duolilun.com.tw
張清良,https://www.iyp.com.tw/077710375,alongood@pchome.com.tw,
大甲媽餅店,https://www.iyp.com.tw/0426765359,djma.com@msa.hinet.net,http://www.djma.com.tw
方師傅食品有限公司,https://www.iyp.com.tw/077172730,master_fang82@yahoo.com.tw,http://masterfang.com.tw/
羅撒食品股份有限公司,https://www.iyp.com.tw/0229717869,rosa@rosacake.com.tw,
羅撒食品股份有限公司,https://www.iyp.com.tw/0229836059,rosa@rosacake.com.tw,
美二佳蛋糕店,https://www.iyp.com.tw/0226435188,sixp@sixp.net,http://www.mei-er-jia.com.tw
康久氻l工坊有限公司,https://www.iyp.com.tw/0425670922,canjoy.bakery@msa.hinet.net,http://www.can-joy.com
舒麥爾麵包食品店,https://www.iyp.com.tw/0800271221,lees8.family@msa.hinet.net,http://www.29552431.com.tw
日祥商行,https://www.iyp.com.tw/0425266774,c5266774@ms77.hinet.net,http://travel.nccc.com.tw
明香珍,https://www.iyp.com.tw/0426872452,msj@msjcake.com.tw,
明香珍餅行,https://www.iyp.com.tw/0426872452-2,msj@msjcake.com.tw,http://www.msjcake.com.tw
李記太陽堂有限公司,https://www.iyp.com.tw/0425205520,leegih.tw@yahoo.com.tw,http://www.leegih.com.tw/
東利餅店,https://www.iyp.com.tw/0423952286,kiki-0209@yahoo.com.tw,
生力美食有限公司,https://www.iyp.com.tw/073878218,a8606761@ms47.hinet.net,http://www.sunnycake.com.tw
舊振南餅店,https://www.iyp.com.tw/073359637,service@jzn.com.tw,http://www.jzn.com.tw
精豐西點城烏日店,https://www.iyp.com.tw/0423367582-1,release6913@gmail.com,http://www.0423361307.com.tw
美二佳食品行,https://www.iyp.com.tw/0426236352,chine0312@hotmail.com.tw,http://www.mei-er-jia.com.tw
蓓可力烘焙屋,https://www.iyp.com.tw/0426350011-2,beikoli.house@msa.hinet.net,
裕珍馨食品股份有限公司,https://www.iyp.com.tw/0426861559,yjs@yjs.com.tw,http://www.iyp.com.tw/0426872559/
裕珍馨食品股份有限公司,https://www.iyp.com.tw/0426870929,yjs@yjs.com.tw,http://www.iyp.com.tw/0426872559/
長福軒金牛角專賣店,https://www.iyp.com.tw/0226728003,leek656@yahoo.com.tw,
雪花齋餅行,https://www.iyp.com.tw/0425222315-1,vincent1656@yahoo.com.tw,
順美珍餅行,https://www.iyp.com.tw/0425378896,jojo@jojo.com,
葥O餅店社口本店,https://www.iyp.com.tw/0425627132,superspp@ms15.hinet.net,http://www.lj-cakes.com.tw
一之軒食品有限公司,https://www.iyp.com.tw/0229346932,lmjjimmy@ms38.hinet.net,http://www.ijysheng.com.tw/
龍鳳堂,https://www.iyp.com.tw/0222886879,lft@lft-cake.com.tw,http://www.lft-cake.com.tw
洽發企業股份有限公司,https://www.iyp.com.tw/0426224161-1,service@chiafha.com.tw,https://www.iyp.com.tw/0426224161
喜洋洋食品股份有限公司,https://www.iyp.com.tw/047253114,merry.young@msa.hinet.net,http://www.merryyoung.com.tw
喜洋洋食品股份有限公司,https://www.iyp.com.tw/047295178,merry.young@msa.hinet.net,http://www.merryyoung.com.tw
喜洋洋食品股份有限公司,https://www.iyp.com.tw/047272119,merry.young@msa.hinet.net,http://www.merryyoung.com.tw
元祖實業股份有限公司,https://www.iyp.com.tw/0800056787,ganso043@ganso.com.tw,http://www.ganso.com.tw
朝和餅舖有限公司,https://www.iyp.com.tw/047772372,LKNO1@tsao-her.com.tw,http://www.tsao-her.com.tw
林信一,https://www.iyp.com.tw/0492524981,linonly@ms47.hinet.net,
焙克力食品有限公司,https://www.iyp.com.tw/047753388-1,vividwu@cht.com.tw,
恆統西點麵包店,https://www.iyp.com.tw/033413069,eva.eva13@msa.hinet.net,http://www.ht.21tw.net/
鄭興珍餅行,https://www.iyp.com.tw/047772404,hipage@cht.com.tw,http://hipage.hinet.net/chcake
松富食品有限公司,https://www.iyp.com.tw/034597811,wwe_888@hotmail.com,http://hibid.hinet.net/store/mbr4wvi6
三元珍餅行,https://www.iyp.com.tw/0492222449,smh449@yahoo.com.tw,
老食說有限公司,https://www.iyp.com.tw/0492326061,oldfoodtw@gmail.com,https://www.facebook.com/laoshishuo/
如珍食品坊(蕾克爾烘焙坊 ),https://www.iyp.com.tw/0492310068,eunice0305@gmail.com,http://www.lkr.com.tw
雙喜美食品行,https://www.iyp.com.tw/0492653979,d7300@yamhoo.com.tw,
鎮發餅店,https://www.iyp.com.tw/033861689-4,www.biore@msa.hinet.net,
一之軒食品有限公司,https://www.iyp.com.tw/0223924546,ijy.sheng@msa.hinet.net,
喜之坊食品有限公司,https://www.iyp.com.tw/0227417457,rollingd@ebtnet.net,http://www.rollingdear.com.tw
嘉崧企業有限公司,https://www.iyp.com.tw/0225571625,chso25577797@yahoo.com.tw,http://www.xnw4r9h48pzogv9fl89aia305rliez34c.tw/
多提亞食品有限公司,https://www.iyp.com.tw/0225935120,tortilla@tortilla.com.tw,http://www.tortilla.com.tw
巧克力方烘焙工作室,https://www.iyp.com.tw/0227329854,chocolatekube@gmail.com,http://www.chocolatecube.com.tw
巧芝西點麵包店,https://www.iyp.com.tw/0227385040,her123@ms33.hinet.net,
犁記餅店,https://www.iyp.com.tw/0225062255-1,leechi66@ms68.hinet.net,http://www.taipeileechi.com.tw
美夢西點烘培坊,https://www.iyp.com.tw/0228928377,ucssam5858@hotmail.com,http://shop.ekeo.com.tw/ucssam5858/
翔豐西點麵包店,https://www.iyp.com.tw/0227371832,her123@ms33.hinet.net,
郭元益食品股份有限公司,https://www.iyp.com.tw/0227583320,sale@kuos.com.tw,http://www.kuos.com/
洽發企業股份有限公司,https://www.iyp.com.tw/0426224161-3,myton.hung@msa.hinet.net,https://www.iyp.com.tw/0426224161
羅伊烘焙,https://www.iyp.com.tw/035328596,vicky_yang2000@yahoo.com.tw,http://www.facebook.com/LuoYiHongPei?ref=hl
蒨魔法蛋糕,https://www.iyp.com.tw/038579368-2,chian517@gmail.com,https://www.facebook.com/chiencake/
金山老街阿玉B商行,https://www.iyp.com.tw/0224081889-2,ayufoods@gmail.com,
龐恩時尚烘焙坊,https://www.iyp.com.tw/0229318078,kinglong21@yahoo.com.tw,http://eshop6126.hiwinner.tw
MisterDonut頂溪門市,https://www.iyp.com.tw/0229294794,misdo@mail.7-11.com,
安奇思蛋糕家樂福汐止店,https://www.iyp.com.tw/0920086986,ankisscake6688@yahoo.com.tw,
YOURS,https://www.iyp.com.tw/0225320102-1,yourscake@gmail.com,
安奇思蛋糕家樂福天母店,https://www.iyp.com.tw/0935886533,ankisscake6688@yahoo.com.tw,
安奇思蛋糕家樂福東興店,https://www.iyp.com.tw/0966652327,ankisscake6688@yahoo.com.tw,
安奇思蛋糕家樂福桂林店,https://www.iyp.com.tw/0966926549,ankisscake6688@yahoo.com.tw,
雷克斯手工新鮮烘焙坊,https://www.iyp.com.tw/0227945367,tontonrex@msa.hinet.net,
和興囍餅店,https://www.iyp.com.tw/057839369-1,oliver-lin@hotmail.com.tw,
老伴手工饅頭店,https://www.iyp.com.tw/052209905-1,a2209905@yahoo.com.tw,
老楊方塊酥-北港店,https://www.iyp.com.tw/052386077-1,tkfood@tkfood.com.tw,
保興味食品行,https://www.iyp.com.tw/065955520-2,phw5520@gmail.com,
傳奇點心舖,https://www.iyp.com.tw/066563796,r711001@yahoo.com.tw,
賓寶食品企業有限公司,https://www.iyp.com.tw/067236916,binbao@kimo.com,
鑽寶寶食品企業有限公司,https://www.iyp.com.tw/065961888-2,sharehappiness889@yahoo.com.tw,
MisterDonut巨蛋門市,https://www.iyp.com.tw/075536527,misdo@mail.7-11.com,
雅緻烘焙咖啡坊,https://www.iyp.com.tw/072853018,yazhi.mart@msa.hinet.net,
馬師傅牛肉麵,https://www.iyp.com.tw/072811933,bronco@pchome.com.tw,
一德食品廠,https://www.iyp.com.tw/073122888,moral.candy@msa.hinet.net,http://www.yi-der.com.tw
卡特斯烘培點心工場(鳳山店),https://www.iyp.com.tw/077927509-1,gary7927509@yahoo.com.tw,
冠群餅家,https://www.iyp.com.tw/0229758315,mail@toplong.com.tw,http://www.toplong.com
安堤諾烘焙屋,https://www.iyp.com.tw/0289837005,oonicole2000@kbronet.com.tw,
幸福餅舖,https://www.iyp.com.tw/0229436309,like361616@gmail.com,
格麥藝術蛋糕,https://www.iyp.com.tw/0282732228,gobuycake@gobuycake.com.tw,
聯瑜烘焙麵包(三重店),https://www.iyp.com.tw/0229885696,as8899@iyw.tw,http://as8899.pixnet.net/blog
長福軒金牛角專賣店,https://www.iyp.com.tw/0226728003,leek656@yahoo.com.tw,
吉米村手作烘焙,https://www.iyp.com.tw/0986653620,gimicake@gmail.com,
福井食品行-精緻鳳梨酥,https://www.iyp.com.tw/034554837,fukui_firm@seed.net.tw,
雄爸鴉片坊,https://www.iyp.com.tw/034091356,opiumbakery@hotmail.com,
OKCAKE天下蛋糕,https://www.iyp.com.tw/0223379877,okcake@okcake.com.tw,
OKCAKE天下蛋糕,https://www.iyp.com.tw/0223379877,okcake@okcake.com.tw,
八德饅頭專賣店,https://www.iyp.com.tw/0227114829,service@bademantou.com.tw,
唐琪小鋪‧妙種子養生雜糧蛋糕,https://www.iyp.com.tw/0227479198,yu2407@yahoo.com.tw,
珠寶盒法式點心坊 boite de bijou,https://www.iyp.com.tw/0227396777-2,service@boitedebijou.com.tw,
Sweet Emily 法式甜品,https://www.iyp.com.tw/0427063066,service@sweetemily.com.tw,
崇華食品,https://www.iyp.com.tw/0422775151,chqfood@yahoo.com.tw,
崧荃食品實業有限公司,https://www.iyp.com.tw/0423365458,songchan2011@yahoo.com.tw,
布蕾莎手工蛋捲,https://www.iyp.com.tw/0423156366-2,bulesa@livemail.tw,
日昇食品,https://www.iyp.com.tw/0422151961,aa12109@yahoo.com.tw,
歐特多烘焙坊,https://www.iyp.com.tw/0422334271,shj.foods@msa.hinet.net,
精豐西點城烏日店,https://www.iyp.com.tw/0423367582-2,release6913@gmail.com,
頌珍馨食品有限公司,https://www.iyp.com.tw/0424919349,m1205130@yahoo.com.tw,
大甲奶油酥餅(裕珍馨光明旗艦店),https://www.iyp.com.tw/0426872559-1,yjs@yjs.com.tw,
派丫博手藝小舖,https://www.iyp.com.tw/0426568372,piapohw@hotmail.com.tw,
A-bao house 中正店,https://www.iyp.com.tw/047283785,hsing5537@gmail.com,
來來麵包蛋糕烘焙坊,https://www.iyp.com.tw/047273573,hyw1029@yahoo.com.tw,
玉津香餅鋪,https://www.iyp.com.tw/047746031-1000,lv7746031@yahoo.com.tw,http://www.1948.com.tw
玉津香餅鋪,https://www.iyp.com.tw/047746031-1000,lv7746031@yahoo.com.tw,http://www.1948.com.tw
玉津香餅鋪,https://www.iyp.com.tw/047746031-1000,lv7746031@yahoo.com.tw,http://www.1948.com.tw
NEWS咖啡麵包坊,https://www.iyp.com.tw/0492987111,cc.news@msa.hinet.net,
三峽牛角烘焙屋,https://www.iyp.com.tw/062213079,sophiayao.tw@yahoo.com.tw,
元鮮手工蛋糕坊,https://www.iyp.com.tw/063023790,vfcake2012@gmail.com,
可奇烘焙工坊,https://www.iyp.com.tw/062450905,d101730234@yahoo.com.tw,
布里屋,https://www.iyp.com.tw/062680979,bulibakery@gmail.com,
紅磚布丁,https://www.iyp.com.tw/062568106-1,888@redbrick-pudding.com.tw,
多力倫果子工坊　,https://www.iyp.com.tw/078010066,duolilun@hotmail.com,http://www.duolilun.com.tw
邦客多法國麵包料理專賣店,https://www.iyp.com.tw/072012018,kevin@aidea.com.tw,
振實素食健康蛋糕,https://www.iyp.com.tw/073511167-2,mk4304@yahoo.com.tw,
吉米貝爾烘焙坊(總店),https://www.iyp.com.tw/033732907,jimmy.bear777@msa.hinet.net,http://www.jimmy-bear.com.tw
進發環球有限公司,https://www.iyp.com.tw/048744164,jin3775@yahoo.com.tw,
木黃山烘焙坊,https://www.iyp.com.tw/0492233543,mhmountain@yahoo.com.tw,http://www.mhmountain.com
果果烘焙坊,https://www.iyp.com.tw/0422444070,gogo@wefirst.tw,http://gogo.wefirst.tw
豐郁軒國際行銷,https://www.iyp.com.tw/0286726409,service@goodeatstore.com,http://www.goodeatstore.com/
方塊土司主廚烘焙坊_現烤出爐 新鮮配送,https://www.iyp.com.tw/052841228,cubetoast@gmail.com,http://cubetoast.com.tw/
開南大學產學合作烘焙坊,https://www.iyp.com.tw/032150447,zhaishan.com@gmail.com,
凱文真實味,https://www.iyp.com.tw/034312646,kevinyu75@hotmail.com,http://kevinrealfood.pixnet.net/blog
愛琪爾烘焙坊,https://www.iyp.com.tw/087342122,buttons2765@yahoo.com.tw,
美淇兒西點麵包坊,https://www.iyp.com.tw/033027178,wufengyi@ms15.hinet.net,
克林食品店,https://www.iyp.com.tw/062222257,klintainan@gmail.com,http://www.kl-in.com.tw
瑪莎拉食品有限公司,https://www.iyp.com.tw/0426876578,service@cookies.com.tw,http://www.cookies.com.tw
佳樂精緻蛋糕專賣店,https://www.iyp.com.tw/034560222,service@cakeing.com.tw,http://www.cakeing.com.tw
多一點咖啡館-文自館,https://www.iyp.com.tw/073478606,a3478626@gmail.com,
金昌糕粉工廠,https://www.iyp.com.tw/062688141,geniusx@gmail.com,
二隻寶貝手製糕餅鋪,https://www.iyp.com.tw/052759900,zz259615@cht.com.tw,http://www.twobabies.tw
